key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_BANSAH104_01382_SEQ_00","諾布養育場的菲烏有事情想要委託給冒險者。"
1,"TEXT_BANSAH104_01382_SEQ_01","珊瑚尖槍為了和人類開戰，準備了海魔軍糧。前往魚人軍陣營附近，擊退敵兵，奪取<hex:022811FF0A>EventItem<hex:F61E897D0103>。"
2,"TEXT_BANSAH104_01382_SEQ_02","成功奪取了<hex:022811FF0A>EventItem<hex:F61E897D0103>。將<hex:022811FF0A>EventItem<hex:F61E897D0103>交給諾布養育場的菲烏。"
3,"TEXT_BANSAH104_01382_SEQ_03","向菲烏報告了成功奪取<hex:022811FF0A>EventItem<hex:F61E897D0103>的情況。海魔軍糧對魚人族來說是很珍貴的營養來源。菲烏準備把這些拿給養育場裡的弟弟們吃。下次有機會再協助他。"
4,"TEXT_BANSAH104_01382_SEQ_04",""
5,"TEXT_BANSAH104_01382_SEQ_05",""
6,"TEXT_BANSAH104_01382_SEQ_06",""
7,"TEXT_BANSAH104_01382_SEQ_07",""
8,"TEXT_BANSAH104_01382_SEQ_08",""
9,"TEXT_BANSAH104_01382_SEQ_09",""
10,"TEXT_BANSAH104_01382_SEQ_10",""
11,"TEXT_BANSAH104_01382_SEQ_11",""
12,"TEXT_BANSAH104_01382_SEQ_12",""
13,"TEXT_BANSAH104_01382_SEQ_13",""
14,"TEXT_BANSAH104_01382_SEQ_14",""
15,"TEXT_BANSAH104_01382_SEQ_15",""
16,"TEXT_BANSAH104_01382_SEQ_16",""
17,"TEXT_BANSAH104_01382_SEQ_17",""
18,"TEXT_BANSAH104_01382_SEQ_18",""
19,"TEXT_BANSAH104_01382_SEQ_19",""
20,"TEXT_BANSAH104_01382_SEQ_20",""
21,"TEXT_BANSAH104_01382_SEQ_21",""
22,"TEXT_BANSAH104_01382_SEQ_22",""
23,"TEXT_BANSAH104_01382_SEQ_23",""
24,"TEXT_BANSAH104_01382_TODO_00","在魚人軍陣營附近擊退敵軍 獲取<hex:022811FF0A>EventItem<hex:F61E897D0103>"
25,"TEXT_BANSAH104_01382_TODO_01","將<hex:022811FF0A>EventItem<hex:F61E897D0103>交給菲烏"
26,"TEXT_BANSAH104_01382_TODO_02",""
27,"TEXT_BANSAH104_01382_TODO_03",""
28,"TEXT_BANSAH104_01382_TODO_04",""
29,"TEXT_BANSAH104_01382_TODO_05",""
30,"TEXT_BANSAH104_01382_TODO_06",""
31,"TEXT_BANSAH104_01382_TODO_07",""
32,"TEXT_BANSAH104_01382_TODO_08",""
33,"TEXT_BANSAH104_01382_TODO_09",""
34,"TEXT_BANSAH104_01382_TODO_10",""
35,"TEXT_BANSAH104_01382_TODO_11",""
36,"TEXT_BANSAH104_01382_TODO_12",""
37,"TEXT_BANSAH104_01382_TODO_13",""
38,"TEXT_BANSAH104_01382_TODO_14",""
39,"TEXT_BANSAH104_01382_TODO_15",""
40,"TEXT_BANSAH104_01382_TODO_16",""
41,"TEXT_BANSAH104_01382_TODO_17",""
42,"TEXT_BANSAH104_01382_TODO_18",""
43,"TEXT_BANSAH104_01382_TODO_19",""
44,"TEXT_BANSAH104_01382_TODO_20",""
45,"TEXT_BANSAH104_01382_TODO_21",""
46,"TEXT_BANSAH104_01382_TODO_22",""
47,"TEXT_BANSAH104_01382_TODO_23",""
48,"TEXT_BANSAH104_01382_FYUU_000_000","呼嘶……珊瑚尖槍那些傢伙好像在準備和無鰭類決戰。<hex:02100103>他們製作並儲備了大量的海魔軍糧。"
49,"TEXT_BANSAH104_01382_FYUU_000_001","海魔軍糧是用<hex:022811FF0A>EventItem<hex:F61E897D0103>配上具有各種藥效的食材製成，<hex:02100103>是戰士們人手必備的好東西。<hex:02100103>吃了就能提高力量，勇猛作戰。"
50,"TEXT_BANSAH104_01382_FYUU_000_002","呼嘶……我把他們儲備材料的地方告訴你。<hex:02100103>你去奪來<hex:022811FF0A>EventItem<hex:F61E897D0103>，<hex:02100103>挫挫他們的士氣！"
51,"TEXT_BANSAH104_01382_FYUU_000_003","海魔軍糧是出征的魚人戰士們的強心丸。<hex:02100103>你只要能奪來<hex:022811FF0A>EventItem<hex:F61E897D0103>，<hex:02100103>也就能挫敗他們的戰意！呼嘶！"
52,"TEXT_BANSAH104_01382_POPMESSAGE_000_010","察覺到了敵人的氣息！"
53,"TEXT_BANSAH104_01382_POPMESSAGE_000_011","打倒出現的敵人之後才能進行下一步動作。"
54,"TEXT_BANSAH104_01382_BALLOON_000_012","呼嘶……你這毛賊！"
55,"TEXT_BANSAH104_01382_BALLOON_000_013","呼嘶……不要亂碰我們的東西！"
56,"TEXT_BANSAH104_01382_BALLOON_000_014","呼嘶……混賬無鰭類！"
57,"TEXT_BANSAH104_01382_FYUU_000_020","海魔軍糧是出征的魚人戰士們的強心丸。<hex:02100103>你只要能奪來<hex:022811FF0A>EventItem<hex:F61E897D0103>，<hex:02100103>也就能挫敗他們的戰意！呼嘶！"
58,"TEXT_BANSAH104_01382_FYUU_000_021","呼嘶……做得不錯！<hex:02100103>那些傢伙準備的食材品質都不錯啊。<hex:02100103>真是令人眼紅……"
59,"TEXT_BANSAH104_01382_FYUU_000_022","這些材料我就不客氣地收下了。<hex:02100103>正好分給養育場裡的弟弟們吃，<hex:02100103>我得讓他們好好吃飽，早點訓練他們成長為合格的戰士！"
