key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_GAIUSB204_00835_SEQ_00","太陽海岸的菲利爾森，有些想法想要實施。"
1,"TEXT_GAIUSB204_00835_SEQ_01","地靈族將<hex:02280CFF05>EObj<hex:F61E8C850103>拿了出去，他們似乎在謀劃著什麼。使用<hex:022811FF0A>EventItem<hex:F61E870B0103>爆破3個<hex:02280CFF05>EObj<hex:F61E8C850103>。"
2,"TEXT_GAIUSB204_00835_SEQ_02","對全部<hex:02280CFF05>EObj<hex:F61E8C850103>進行了爆破。向太陽海岸的菲利爾森報告。"
3,"TEXT_GAIUSB204_00835_SEQ_03","地靈族幹的壞事，性質越來越惡劣。菲利爾森似乎很信賴冒險者。"
4,"TEXT_GAIUSB204_00835_SEQ_04",""
5,"TEXT_GAIUSB204_00835_SEQ_05",""
6,"TEXT_GAIUSB204_00835_SEQ_06",""
7,"TEXT_GAIUSB204_00835_SEQ_07",""
8,"TEXT_GAIUSB204_00835_SEQ_08",""
9,"TEXT_GAIUSB204_00835_SEQ_09",""
10,"TEXT_GAIUSB204_00835_SEQ_10",""
11,"TEXT_GAIUSB204_00835_SEQ_11",""
12,"TEXT_GAIUSB204_00835_SEQ_12",""
13,"TEXT_GAIUSB204_00835_SEQ_13",""
14,"TEXT_GAIUSB204_00835_SEQ_14",""
15,"TEXT_GAIUSB204_00835_SEQ_15",""
16,"TEXT_GAIUSB204_00835_SEQ_16",""
17,"TEXT_GAIUSB204_00835_SEQ_17",""
18,"TEXT_GAIUSB204_00835_SEQ_18",""
19,"TEXT_GAIUSB204_00835_SEQ_19",""
20,"TEXT_GAIUSB204_00835_SEQ_20",""
21,"TEXT_GAIUSB204_00835_SEQ_21",""
22,"TEXT_GAIUSB204_00835_SEQ_22",""
23,"TEXT_GAIUSB204_00835_SEQ_23",""
24,"TEXT_GAIUSB204_00835_TODO_00","用<hex:022811FF0A>EventItem<hex:F61E870B0103>破壞<hex:02280CFF05>EObj<hex:F61E8C850103>"
25,"TEXT_GAIUSB204_00835_TODO_01","向菲利爾森報告"
26,"TEXT_GAIUSB204_00835_TODO_02",""
27,"TEXT_GAIUSB204_00835_TODO_03",""
28,"TEXT_GAIUSB204_00835_TODO_04",""
29,"TEXT_GAIUSB204_00835_TODO_05",""
30,"TEXT_GAIUSB204_00835_TODO_06",""
31,"TEXT_GAIUSB204_00835_TODO_07",""
32,"TEXT_GAIUSB204_00835_TODO_08",""
33,"TEXT_GAIUSB204_00835_TODO_09",""
34,"TEXT_GAIUSB204_00835_TODO_10",""
35,"TEXT_GAIUSB204_00835_TODO_11",""
36,"TEXT_GAIUSB204_00835_TODO_12",""
37,"TEXT_GAIUSB204_00835_TODO_13",""
38,"TEXT_GAIUSB204_00835_TODO_14",""
39,"TEXT_GAIUSB204_00835_TODO_15",""
40,"TEXT_GAIUSB204_00835_TODO_16",""
41,"TEXT_GAIUSB204_00835_TODO_17",""
42,"TEXT_GAIUSB204_00835_TODO_18",""
43,"TEXT_GAIUSB204_00835_TODO_19",""
44,"TEXT_GAIUSB204_00835_TODO_20",""
45,"TEXT_GAIUSB204_00835_TODO_21",""
46,"TEXT_GAIUSB204_00835_TODO_22",""
47,"TEXT_GAIUSB204_00835_TODO_23",""
48,"TEXT_GAIUSB204_00835_FYRILSUNN_000_000","地靈族將<hex:02280CFF05>EObj<hex:F61E8C850103>拿了出去，<hex:02100103>他們似乎在計劃著什麼。<hex:02100103>要是繼續放任他們隨意出入，這裡就危險了。"
49,"TEXT_GAIUSB204_00835_FYRILSUNN_000_001","從這身打扮來看，你是冒險者吧？<hex:02100103>你去把這<hex:022811FF0A>EventItem<hex:F61E870B0103>設定在<hex:02280CFF05>EObj<hex:F61E8C850103>中，<hex:02100103>對它們進行爆破吧。"
50,"TEXT_GAIUSB204_00835_DUMMY_000_010","（對3個地靈族提純機使用炸藥<hex:02100103>打倒隨後出現的2隻爆彈怪）"
51,"TEXT_GAIUSB204_00835_FYRILSUNN_000_020","哦，看樣子你把它們都破壞掉啦！<hex:02100103>地靈族幹的壞事，性質愈發惡劣。<hex:02100103>單靠我們已經無法解決了……"
52,"TEXT_GAIUSB204_00835_FYRILSUNN_000_021","但多虧有你在，事情順利解決了。<hex:02100103>你真是幫上大忙了！<hex:02100103>要是我碰上什麼困難，你要再來幫忙啊！"
53,"TEXT_GAIUSB204_00835_POP_MESSAGE_000","察覺到了敵人的氣息！"
