key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_HEAVNZ501_01836_SEQ_00","休島園上活潑機智的莫古力正倒在地上。"
1,"TEXT_HEAVNZ501_01836_SEQ_01","和活潑機智的莫古力進行了交談。他是出來為發燒的朋友尋找<hex:022811FF0A>EventItem<hex:F61E8AE70103>的，但自己卻也在途中累倒了。獲取翻雲霧海休島園東南的<hex:022811FF0A>EventItem<hex:F61E8AE70103>。"
2,"TEXT_HEAVNZ501_01836_SEQ_02","獲得了<hex:022811FF0A>EventItem<hex:F61E8AE70103>。和休島園活潑機智的莫古力談談。"
3,"TEXT_HEAVNZ501_01836_SEQ_03","活潑機智的莫古力委託冒險者代替自己去送<hex:022811FF0A>EventItem<hex:F61E8AE70103>。將<hex:022811FF0A>EventItem<hex:F61E8AE70103>交給莫古力之家關懷備至的莫古力。"
4,"TEXT_HEAVNZ501_01836_SEQ_04","將<hex:022811FF0A>EventItem<hex:F61E8AE70103>交給了關懷備至的莫古力。終於能夠開始為虛弱無力的莫古力配藥了，關懷備至的莫古力顯得非常高興。"
5,"TEXT_HEAVNZ501_01836_SEQ_05",""
6,"TEXT_HEAVNZ501_01836_SEQ_06",""
7,"TEXT_HEAVNZ501_01836_SEQ_07",""
8,"TEXT_HEAVNZ501_01836_SEQ_08",""
9,"TEXT_HEAVNZ501_01836_SEQ_09",""
10,"TEXT_HEAVNZ501_01836_SEQ_10",""
11,"TEXT_HEAVNZ501_01836_SEQ_11",""
12,"TEXT_HEAVNZ501_01836_SEQ_12",""
13,"TEXT_HEAVNZ501_01836_SEQ_13",""
14,"TEXT_HEAVNZ501_01836_SEQ_14",""
15,"TEXT_HEAVNZ501_01836_SEQ_15",""
16,"TEXT_HEAVNZ501_01836_SEQ_16",""
17,"TEXT_HEAVNZ501_01836_SEQ_17",""
18,"TEXT_HEAVNZ501_01836_SEQ_18",""
19,"TEXT_HEAVNZ501_01836_SEQ_19",""
20,"TEXT_HEAVNZ501_01836_SEQ_20",""
21,"TEXT_HEAVNZ501_01836_SEQ_21",""
22,"TEXT_HEAVNZ501_01836_SEQ_22",""
23,"TEXT_HEAVNZ501_01836_SEQ_23",""
24,"TEXT_HEAVNZ501_01836_TODO_00","獲取<hex:022811FF0A>EventItem<hex:F61E8AE70103>"
25,"TEXT_HEAVNZ501_01836_TODO_01","和活潑機智的莫古力對話"
26,"TEXT_HEAVNZ501_01836_TODO_02","將<hex:022811FF0A>EventItem<hex:F61E8AE70103>交給關懷備至的莫古力"
27,"TEXT_HEAVNZ501_01836_TODO_03",""
28,"TEXT_HEAVNZ501_01836_TODO_04",""
29,"TEXT_HEAVNZ501_01836_TODO_05",""
30,"TEXT_HEAVNZ501_01836_TODO_06",""
31,"TEXT_HEAVNZ501_01836_TODO_07",""
32,"TEXT_HEAVNZ501_01836_TODO_08",""
33,"TEXT_HEAVNZ501_01836_TODO_09",""
34,"TEXT_HEAVNZ501_01836_TODO_10",""
35,"TEXT_HEAVNZ501_01836_TODO_11",""
36,"TEXT_HEAVNZ501_01836_TODO_12",""
37,"TEXT_HEAVNZ501_01836_TODO_13",""
38,"TEXT_HEAVNZ501_01836_TODO_14",""
39,"TEXT_HEAVNZ501_01836_TODO_15",""
40,"TEXT_HEAVNZ501_01836_TODO_16",""
41,"TEXT_HEAVNZ501_01836_TODO_17",""
42,"TEXT_HEAVNZ501_01836_TODO_18",""
43,"TEXT_HEAVNZ501_01836_TODO_19",""
44,"TEXT_HEAVNZ501_01836_TODO_20",""
45,"TEXT_HEAVNZ501_01836_TODO_21",""
46,"TEXT_HEAVNZ501_01836_TODO_22",""
47,"TEXT_HEAVNZ501_01836_TODO_23",""
48,"TEXT_HEAVNZ501_01836_LYINGMOGA01836_000_000","莫古出來為發燒倒下的好友找藥材，<hex:02100103>但莫古自己也累倒了庫啵……<hex:02100103>體力已經到極限了庫啵……"
49,"TEXT_HEAVNZ501_01836_LYINGMOGA01836_000_001","能請你替莫古去採集<hex:022811FF0A>EventItem<hex:F61E8AE70103>嗎庫啵？<hex:02100103>在休島園的東南方就能採到庫啵！<hex:02100103>那裡無法步行過去，像莫古一樣會飛的話就沒問題了庫啵！"
50,"TEXT_HEAVNZ501_01836_LYINGMOGA01836_000_010","能請你替莫古去採集<hex:022811FF0A>EventItem<hex:F61E8AE70103>嗎庫啵？<hex:02100103>在休島園的東南方就能採到庫啵！<hex:02100103>那裡無法步行過去，像莫古一樣會飛的話就沒問題了庫啵！"
51,"TEXT_HEAVNZ501_01836_LYINGMOGA01836_000_021","<hex:022811FF0A>EventItem<hex:F61E8AE70103>庫啵！謝謝你庫啵！<hex:02100103>但莫古實在太累了，現在還動不了庫啵……<hex:02100103>請你拿給莫古力之家關懷備至的莫古力庫啵。"
52,"TEXT_HEAVNZ501_01836_LYINGMOGA01836_000_030","<hex:022811FF0A>EventItem<hex:F61E8AE70103>庫啵！謝謝你庫啵！<hex:02100103>但莫古實在太累了，現在還動不了庫啵……<hex:02100103>請你拿給莫古力之家關懷備至的莫古力庫啵。"
53,"TEXT_HEAVNZ501_01836_LYINGMOGB01836_000_031","庫啵……不行了庫啵……"
54,"TEXT_HEAVNZ501_01836_CAREGIVERMOG01836_000_040","再不准備藥的話患者就……<hex:02100103>還沒找到<hex:022811FF0A>EventItem<hex:F61E8AE70103>嗎庫啵？"
55,"TEXT_HEAVNZ501_01836_CAREGIVERMOG01836_000_041","是活潑機智的莫古力拜託你送來的庫啵？<hex:02100103>謝謝你，幫大忙了庫啵！<hex:02100103>這下就可以為發燒的患者配藥了庫啵！"
56,"TEXT_HEAVNZ501_01836_LYINGMOGA01836_000_020","（★未使用／削除予定★）"
