key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_HEAVNZ513_01848_SEQ_00","天極白堊宮丟三落四的莫古力有些煩心事。"
1,"TEXT_HEAVNZ513_01848_SEQ_01","和丟三落四的莫古力進行了交談。丟三落四的莫古力將<hex:022811FF0A>EventItem<hex:F61E8B0E0103>弄丟了。在翻雲霧海的豎骨島拾取5個<hex:022811FF0A>EventItem<hex:F61E8B0E0103>。"
2,"TEXT_HEAVNZ513_01848_SEQ_02","獲得了<hex:022811FF0A>EventItem<hex:F61E8B0E0103>。交給天極白堊宮丟三落四的莫古力。"
3,"TEXT_HEAVNZ513_01848_SEQ_03","將<hex:022811FF0A>EventItem<hex:F61E8B0E0103>交給了丟三落四的莫古力。丟三落四的莫古力非常感激冒險者。"
4,"TEXT_HEAVNZ513_01848_SEQ_04",""
5,"TEXT_HEAVNZ513_01848_SEQ_05",""
6,"TEXT_HEAVNZ513_01848_SEQ_06",""
7,"TEXT_HEAVNZ513_01848_SEQ_07",""
8,"TEXT_HEAVNZ513_01848_SEQ_08",""
9,"TEXT_HEAVNZ513_01848_SEQ_09",""
10,"TEXT_HEAVNZ513_01848_SEQ_10",""
11,"TEXT_HEAVNZ513_01848_SEQ_11",""
12,"TEXT_HEAVNZ513_01848_SEQ_12",""
13,"TEXT_HEAVNZ513_01848_SEQ_13",""
14,"TEXT_HEAVNZ513_01848_SEQ_14",""
15,"TEXT_HEAVNZ513_01848_SEQ_15",""
16,"TEXT_HEAVNZ513_01848_SEQ_16",""
17,"TEXT_HEAVNZ513_01848_SEQ_17",""
18,"TEXT_HEAVNZ513_01848_SEQ_18",""
19,"TEXT_HEAVNZ513_01848_SEQ_19",""
20,"TEXT_HEAVNZ513_01848_SEQ_20",""
21,"TEXT_HEAVNZ513_01848_SEQ_21",""
22,"TEXT_HEAVNZ513_01848_SEQ_22",""
23,"TEXT_HEAVNZ513_01848_SEQ_23",""
24,"TEXT_HEAVNZ513_01848_TODO_00","獲取<hex:022811FF0A>EventItem<hex:F61E8B0E0103>"
25,"TEXT_HEAVNZ513_01848_TODO_01","將<hex:022811FF0A>EventItem<hex:F61E8B0E0103>交給丟三落四的莫古力"
26,"TEXT_HEAVNZ513_01848_TODO_02",""
27,"TEXT_HEAVNZ513_01848_TODO_03",""
28,"TEXT_HEAVNZ513_01848_TODO_04",""
29,"TEXT_HEAVNZ513_01848_TODO_05",""
30,"TEXT_HEAVNZ513_01848_TODO_06",""
31,"TEXT_HEAVNZ513_01848_TODO_07",""
32,"TEXT_HEAVNZ513_01848_TODO_08",""
33,"TEXT_HEAVNZ513_01848_TODO_09",""
34,"TEXT_HEAVNZ513_01848_TODO_10",""
35,"TEXT_HEAVNZ513_01848_TODO_11",""
36,"TEXT_HEAVNZ513_01848_TODO_12",""
37,"TEXT_HEAVNZ513_01848_TODO_13",""
38,"TEXT_HEAVNZ513_01848_TODO_14",""
39,"TEXT_HEAVNZ513_01848_TODO_15",""
40,"TEXT_HEAVNZ513_01848_TODO_16",""
41,"TEXT_HEAVNZ513_01848_TODO_17",""
42,"TEXT_HEAVNZ513_01848_TODO_18",""
43,"TEXT_HEAVNZ513_01848_TODO_19",""
44,"TEXT_HEAVNZ513_01848_TODO_20",""
45,"TEXT_HEAVNZ513_01848_TODO_21",""
46,"TEXT_HEAVNZ513_01848_TODO_22",""
47,"TEXT_HEAVNZ513_01848_TODO_23",""
48,"TEXT_HEAVNZ513_01848_TEMPLECENTERMOG01848_000_000","不好了庫啵……<hex:02100103>莫古被利刃醋蠍龍追著逃跑時，<hex:02100103>把重要的東西弄丟了庫啵……"
49,"TEXT_HEAVNZ513_01848_TEMPLECENTERMOG01848_000_001","莫古身上明明有5個<hex:022811FF0A>EventItem<hex:F61E8B0E0103>，現在全都不見了庫啵……<hex:02100103>請幫莫古找回來庫啵！"
50,"TEXT_HEAVNZ513_01848_TEMPLECENTERMOG01848_000_010","莫古身上明明有5個<hex:022811FF0A>EventItem<hex:F61E8B0E0103>，現在全都不見了庫啵……<hex:02100103>請幫莫古找回來庫啵！"
51,"TEXT_HEAVNZ513_01848_TEMPLECENTERMOG01848_000_020","莫古身上明明有5個<hex:022811FF0A>EventItem<hex:F61E8B0E0103>，現在全都不見了庫啵……<hex:02100103>請幫莫古找回來庫啵！"
52,"TEXT_HEAVNZ513_01848_TEMPLECENTERMOG01848_000_021","這是莫古的<hex:022811FF0A>EventItem<hex:F61E8B0E0103>庫啵！真是太感謝你了庫啵！<hex:02100103>莫古都已經絕望地開始揪腦袋上的絨球了庫啵！"
